codigo|nombre|tipo|nivel|repeticiones|videoURL|autoload|poster|descripcion|musculos|calorias|tiempo
307|Salto de longitud-(Intenso)|Musculacion|RX+|9|https://www.youtube.com/watch?v=MwiI72uFzNI|true|https://img.youtube.com/vi/MwiI72uFzNI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
308|Peso Muerto-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=op9kVnSso6Q&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=10|false|https://img.youtube.com/vi/op9kVnSso6Q/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
309|Peso Muerto-(Máximo)|Musculacion|RX|12|https://www.youtube.com/watch?v=op9kVnSso6Q&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=10|false|https://img.youtube.com/vi/op9kVnSso6Q/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
312|KB Swing-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=RU88iqRVunk|false|https://img.youtube.com/vi/RU88iqRVunk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
313|KB Swing-(Máximo)|Musculacion|RX|20|https://www.youtube.com/watch?v=RU88iqRVunk|false|https://img.youtube.com/vi/RU88iqRVunk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
314|KB Swing Americano-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=vdezTMulJ-k&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=23|false|https://img.youtube.com/vi/vdezTMulJ-k/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
315|KB Swing Americano-(Máximo)|Musculacion|RX|20|https://www.youtube.com/watch?v=vdezTMulJ-k&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=23|false|https://img.youtube.com/vi/vdezTMulJ-k/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
316|Clean-(Moderado)|Musculacion|N2|3|https://www.youtube.com/watch?v=EKRiW9Yt3Ps&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=24|false|https://img.youtube.com/vi/EKRiW9Yt3Ps/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
317|Clean-(Máximo)|Musculacion|RX|7|https://www.youtube.com/watch?v=EKRiW9Yt3Ps&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=24|false|https://img.youtube.com/vi/EKRiW9Yt3Ps/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
318|Snatch-(Moderado)|Musculacion|N2|3|https://www.youtube.com/watch?v=9xQp2sldyts&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=26|false|https://img.youtube.com/vi/9xQp2sldyts/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
319|Snatch-(Máximo)|Musculacion|RX|9|https://www.youtube.com/watch?v=9xQp2sldyts&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=26|false|https://img.youtube.com/vi/9xQp2sldyts/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
328|Cargada a media sentadilla|Musculacion|N1|3|https://www.youtube.com/watch?v=GVt4uQ0sDJE&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=42|false|https://img.youtube.com/vi/GVt4uQ0sDJE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
329|Cargada a media sentadilla-(Intenso)|Musculacion|RX+|9|https://www.youtube.com/watch?v=GVt4uQ0sDJE&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=42|false|https://img.youtube.com/vi/GVt4uQ0sDJE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
330|Power Snatch-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=tuOiNeTvLJs&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=43|false|https://img.youtube.com/vi/tuOiNeTvLJs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
331|Superman seg-(Moderado)|Musculacion|N2|50|https://www.youtube.com/watch?v=dxzGhQMvb7E|true|https://img.youtube.com/vi/dxzGhQMvb7E/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
332|Superman dinámico seg-(Moderado)|Musculacion|N2|50|https://www.youtube.com/watch?v=h4DZOajtOaU|true|https://img.youtube.com/vi/h4DZOajtOaU/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
335|Superman ángel de nieve-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=uUgrxJ4yKcg|true|https://img.youtube.com/vi/uUgrxJ4yKcg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
336|Superman Rock-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=YCAYXQNB4X0|true|https://img.youtube.com/vi/YCAYXQNB4X0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar|0|0
345|DB Hang Clean-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=qppB3f1V5yc|false|https://img.youtube.com/vi/qppB3f1V5yc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip),Lumbar|0|0
346|DB Hang Clean-(Máximo)|Musculacion|RX|12|https://www.youtube.com/watch?v=qppB3f1V5yc|false|https://img.youtube.com/vi/qppB3f1V5yc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip),Lumbar|0|0
347|Single KB Snatch|Musculacion|N1|6|https://www.youtube.com/watch?v=OFV-GRUY2RY|false|https://img.youtube.com/vi/OFV-GRUY2RY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip),Lumbar|0|0
348|Single KB Snatch-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=OFV-GRUY2RY|false|https://img.youtube.com/vi/OFV-GRUY2RY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip),Lumbar|0|0
349|Dominada negativa supina-(Máximo)|Musculacion|RX+|5|https://www.youtube.com/watch?v=mjNHoibfrMo|true|https://img.youtube.com/vi/mjNHoibfrMo/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Biceps|0|0
350|Dominada supina-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=nMngQ4nxUU0|true|https://img.youtube.com/vi/nMngQ4nxUU0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Biceps|0|0
351|Dominada supina-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=nMngQ4nxUU0|true|https://img.youtube.com/vi/nMngQ4nxUU0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Biceps|0|0
352|Dominada de biceps bajada lenta-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=iYzHD8gtF7E|true|https://img.youtube.com/vi/iYzHD8gtF7E/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Biceps|0|0
353|Domindada supina pecho a la barra-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=PagPsEIc7HI|true|https://img.youtube.com/vi/PagPsEIc7HI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Biceps|0|0
354|Dominada supina lastrada-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=ylSSCipTaCk|false|https://img.youtube.com/vi/ylSSCipTaCk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Biceps|0|0
355|Dominadas australianas de biceps-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=7_6_xlLx-Kk|true|https://img.youtube.com/vi/7_6_xlLx-Kk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Biceps|0|0
357|Aguantar en anillas seg-(Moderado)|Musculacion|N2|15|https://www.youtube.com/watch?v=SHOQKB3s1No|false|https://img.youtube.com/vi/SHOQKB3s1No/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
358|Flexiones-(Intenso)|Musculacion|RX+|24|https://www.youtube.com/watch?v=_l3ySVKYVJ8&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=21|true|https://img.youtube.com/vi/_l3ySVKYVJ8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
359|Flexiones lentas-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=5aD4V6iAG2k|true|https://img.youtube.com/vi/5aD4V6iAG2k/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
360|Flexiones Diamante-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=XtU2VQVuLYs|true|https://img.youtube.com/vi/XtU2VQVuLYs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
361|Flexiones lastradas-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=_9YqyFzAXB4|false|https://img.youtube.com/vi/_9YqyFzAXB4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
362|Flexiones lastradas-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=_9YqyFzAXB4|false|https://img.youtube.com/vi/_9YqyFzAXB4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
363|Flexiones con goma-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=cOFwFzzLFWw|false|https://img.youtube.com/vi/cOFwFzzLFWw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
364|Flexiones con goma-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=cOFwFzzLFWw|false|https://img.youtube.com/vi/cOFwFzzLFWw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
365|Flexiones en anillas-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=VaLefQtOXDg|false|https://img.youtube.com/vi/VaLefQtOXDg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
366|Flexiones declinadas-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=PXIpw1JD4qw|true|https://img.youtube.com/vi/PXIpw1JD4qw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
367|Flexiones Archer-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=sU6c0z881os|true|https://img.youtube.com/vi/sU6c0z881os/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
370|Fondos en anillas separadas-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=pGXy_etf0D0|false|https://img.youtube.com/vi/pGXy_etf0D0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
371|Man maker-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=NJztTcxHgm4|false|https://img.youtube.com/vi/NJztTcxHgm4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
372|Man maker-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=NJztTcxHgm4|false|https://img.youtube.com/vi/NJztTcxHgm4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
373|Press banca|Musculacion|N1|4|https://www.youtube.com/watch?v=uqAsj8ozt40|false|https://img.youtube.com/vi/uqAsj8ozt40/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
374|Press banca-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=uqAsj8ozt40|false|https://img.youtube.com/vi/uqAsj8ozt40/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
375|Press banca agarre amplio-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=u_PW2locwZs|false|https://img.youtube.com/vi/u_PW2locwZs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
376|Press banca agarre amplio-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=u_PW2locwZs|false|https://img.youtube.com/vi/u_PW2locwZs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
377|Press banca mancuernas|Musculacion|N1|4|https://www.youtube.com/watch?v=_HnF0C1R7gI|false|https://img.youtube.com/vi/_HnF0C1R7gI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
378|Press banca mancuernas-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=_HnF0C1R7gI|false|https://img.youtube.com/vi/_HnF0C1R7gI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
384|Flexiones toque hombro|Musculacion|N1|5|https://www.youtube.com/watch?v=ZZ1Wf23EKjg|true|https://img.youtube.com/vi/ZZ1Wf23EKjg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
385|Flexiones toque hombro-(Intenso)|Musculacion|RX+|15|https://www.youtube.com/watch?v=ZZ1Wf23EKjg|true|https://img.youtube.com/vi/ZZ1Wf23EKjg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
386|Press Bancha Mancuernas|Musculacion|N1|6|https://www.youtube.com/watch?v=azSwL5xr8PQ|false|https://img.youtube.com/vi/azSwL5xr8PQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
387|Press Bancha Mancuernas-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=azSwL5xr8PQ|false|https://img.youtube.com/vi/azSwL5xr8PQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho|0|0
388|Zancada|Musculacion|N1|1|https://www.youtube.com/watch?v=GBaWQsV_SHg|true|https://img.youtube.com/vi/GBaWQsV_SHg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Gluteos|0|0
389|Zancada con peso|Musculacion|N1|6|https://www.youtube.com/watch?v=JNftH58BYw4|false|https://img.youtube.com/vi/JNftH58BYw4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Gluteos|0|0
390|Zancada con peso-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=JNftH58BYw4|false|https://img.youtube.com/vi/JNftH58BYw4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Gluteos|0|0
391|Zancada Front Rack-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=f3WLs_HutLw&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=27|false|https://img.youtube.com/vi/f3WLs_HutLw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Gluteos|0|0
398|Colgarse de la barra seg|Musculacion|N1|20|https://www.youtube.com/watch?v=PBBqA7gPtZw|true|https://img.youtube.com/vi/PBBqA7gPtZw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
399|Colgarse de la barra seg-(Intenso)|Musculacion|RX+|40|https://www.youtube.com/watch?v=PBBqA7gPtZw|true|https://img.youtube.com/vi/PBBqA7gPtZw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
400|Cambio de mano en barra|Musculacion|N1|15|https://www.youtube.com/watch?v=CVjzQ0WDYe8|true|https://img.youtube.com/vi/CVjzQ0WDYe8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
402|Press KB Bottom desde suelo|Musculacion|N1|2|https://www.youtube.com/watch?v=OzBf1I2o2hY|false|https://img.youtube.com/vi/OzBf1I2o2hY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
403|Press KB Bottom desde suelo-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=OzBf1I2o2hY|false|https://img.youtube.com/vi/OzBf1I2o2hY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
404|Press KB Bottom-(Moderado)|Musculacion|N2|4|https://www.youtube.com/watch?v=igBk9KYImak|false|https://img.youtube.com/vi/igBk9KYImak/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
405|Press KB Bottom-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=igBk9KYImak|false|https://img.youtube.com/vi/igBk9KYImak/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
406|Aguantar KB Bottom en rack seg|Musculacion|N1|10|https://www.youtube.com/watch?v=Zzlg3UfvcFg|false|https://img.youtube.com/vi/Zzlg3UfvcFg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
407|Aguantar KB Bottom en rack seg-(Intenso)|Musculacion|RX+|20|https://www.youtube.com/watch?v=Zzlg3UfvcFg|false|https://img.youtube.com/vi/Zzlg3UfvcFg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
408|Aguantar KB Bottom en rack alto seg-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=Sw43V-NGfnQ|false|https://img.youtube.com/vi/Sw43V-NGfnQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
409|Aguantar KB Bottom en rack alto seg-(Máximo)|Musculacion|RX|18|https://www.youtube.com/watch?v=Sw43V-NGfnQ|false|https://img.youtube.com/vi/Sw43V-NGfnQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
410|Farmer seg|Musculacion|N1|20|https://www.youtube.com/watch?v=MH8id-EaoPA|false|https://img.youtube.com/vi/MH8id-EaoPA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
411|Farmer seg-(Intenso)|Musculacion|RX+|20|https://www.youtube.com/watch?v=MH8id-EaoPA|false|https://img.youtube.com/vi/MH8id-EaoPA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
412|Subida al cajón con mancuerna|Musculacion|N1|8|https://www.youtube.com/watch?v=BcEIANRim1w|false|https://img.youtube.com/vi/BcEIANRim1w/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip)|0|0
